ID: tud1100  COLLEGE: itb  SURNAME: Aburto  	FIRSTNAME: Anjelica 
ID: tud1721  COLLEGE: itb  SURNAME: Leonard 	FIRSTNAME: Luetta 
ID: tud1722  COLLEGE: itb  SURNAME: Leonard 	FIRSTNAME: Luetta 
ID: tud1723  COLLEGE: itb  SURNAME: Leonard 	FIRSTNAME: Luetta 
ID: tud1724  COLLEGE: itb  SURNAME: Leonard 	FIRSTNAME: Luetta 
ID: tud1725  COLLEGE: dit  SURNAME: Levasseur 	FIRSTNAME: Zachery 
ID: tud1726  COLLEGE: dit  SURNAME: Levasseur 	FIRSTNAME: Zachery 
ID: tud1727  COLLEGE: dit  SURNAME: Levasseur 	FIRSTNAME: Zachery 
ID: tud1728  COLLEGE: dit  SURNAME: Levasseur 	FIRSTNAME: Zachery 
ID: tud1729  COLLEGE: dit  SURNAME: Levasseur 	FIRSTNAME: Zachery 
ID: tud1730  COLLEGE: itt  SURNAME: Lin     	FIRSTNAME: Kenny 
ID: tud1731  COLLEGE: itt  SURNAME: Lin     	FIRSTNAME: Kenny 
ID: tud1732  COLLEGE: itt  SURNAME: Lin     	FIRSTNAME: Kenny 
ID: tud1733  COLLEGE: itt  SURNAME: Lin     	FIRSTNAME: Kenny 
ID: tud1734  COLLEGE: itt  SURNAME: Lin     	FIRSTNAME: Kenny 
ID: tud1735  COLLEGE: itb  SURNAME: Lintner 	FIRSTNAME: Timmy 
ID: tud1736  COLLEGE: itb  SURNAME: Lintner 	FIRSTNAME: Timmy 
ID: tud1737  COLLEGE: itb  SURNAME: Lintner 	FIRSTNAME: Timmy 
ID: tud1738  COLLEGE: itb  SURNAME: Lintner 	FIRSTNAME: Timmy 
ID: tud1739  COLLEGE: itb  SURNAME: Lintner 	FIRSTNAME: Timmy 
ID: tud1740  COLLEGE: dit  SURNAME: Lohrenz 	FIRSTNAME: Ivory 
ID: tud1741  COLLEGE: dit  SURNAME: Lohrenz 	FIRSTNAME: Ivory 
ID: tud1742  COLLEGE: dit  SURNAME: Lohrenz 	FIRSTNAME: Ivory 
ID: tud1743  COLLEGE: dit  SURNAME: Lohrenz 	FIRSTNAME: Ivory 
ID: tud1744  COLLEGE: dit  SURNAME: Lohrenz 	FIRSTNAME: Ivory 
ID: tud1745  COLLEGE: itb  SURNAME: Longtin 	FIRSTNAME: Lisabeth 
ID: tud1746  COLLEGE: itb  SURNAME: Longtin 	FIRSTNAME: Lisabeth 
ID: tud1747  COLLEGE: itb  SURNAME: Longtin 	FIRSTNAME: Lisabeth 
ID: tud1748  COLLEGE: itb  SURNAME: Longtin 	FIRSTNAME: Lisabeth 
ID: tud1749  COLLEGE: itb  SURNAME: Longtin 	FIRSTNAME: Lisabeth 
ID: tud1750  COLLEGE: itb  SURNAME: Lui     	FIRSTNAME: Letty 
ID: tud1751  COLLEGE: itb  SURNAME: Lui     	FIRSTNAME: Letty 
ID: tud1752  COLLEGE: itb  SURNAME: Lui     	FIRSTNAME: Letty 
ID: tud1753  COLLEGE: itb  SURNAME: Lui     	FIRSTNAME: Letty 
ID: tud1754  COLLEGE: itb  SURNAME: Lui     	FIRSTNAME: Letty 
ID: tud1755  COLLEGE: itb  SURNAME: Lydick  	FIRSTNAME: Lorenzo 
ID: tud1756  COLLEGE: itb  SURNAME: Lydick  	FIRSTNAME: Lorenzo 
ID: tud1757  COLLEGE: itb  SURNAME: Lydick  	FIRSTNAME: Lorenzo 
ID: tud1758  COLLEGE: itb  SURNAME: Lydick  	FIRSTNAME: Lorenzo 
ID: tud1759  COLLEGE: itb  SURNAME: Lydick  	FIRSTNAME: Lorenzo 
ID: tud1760  COLLEGE: dit  SURNAME: Madlock 	FIRSTNAME: Judith 
ID: tud1761  COLLEGE: dit  SURNAME: Madlock 	FIRSTNAME: Judith 
ID: tud1762  COLLEGE: dit  SURNAME: Madlock 	FIRSTNAME: Judith 
ID: tud1763  COLLEGE: dit  SURNAME: Madlock 	FIRSTNAME: Judith 
ID: tud1764  COLLEGE: dit  SURNAME: Madlock 	FIRSTNAME: Judith 
ID: tud1765  COLLEGE: itt  SURNAME: Maese   	FIRSTNAME: Felice 
ID: tud1766  COLLEGE: itt  SURNAME: Maese   	FIRSTNAME: Felice 
ID: tud1767  COLLEGE: itt  SURNAME: Maese   	FIRSTNAME: Felice 
ID: tud1768  COLLEGE: itt  SURNAME: Maese   	FIRSTNAME: Felice 
ID: tud1769  COLLEGE: itt  SURNAME: Maese   	FIRSTNAME: Felice 
ID: tud1770  COLLEGE: itb  SURNAME: Magby   	FIRSTNAME: Mistie 
ID: tud1771  COLLEGE: itb  SURNAME: Magby   	FIRSTNAME: Mistie 
ID: tud1772  COLLEGE: itb  SURNAME: Magby   	FIRSTNAME: Mistie 
ID: tud1773  COLLEGE: itb  SURNAME: Magby   	FIRSTNAME: Mistie 
ID: tud1774  COLLEGE: itb  SURNAME: Magby   	FIRSTNAME: Mistie 
ID: tud1775  COLLEGE: itt  SURNAME: Marler  	FIRSTNAME: Maria 
ID: tud1776  COLLEGE: itt  SURNAME: Marler  	FIRSTNAME: Maria 
ID: tud1777  COLLEGE: itt  SURNAME: Marler  	FIRSTNAME: Maria 
ID: tud1778  COLLEGE: itt  SURNAME: Marler  	FIRSTNAME: Maria 
ID: tud1779  COLLEGE: itt  SURNAME: Marler  	FIRSTNAME: Maria 
ID: tud1780  COLLEGE: itb  SURNAME: Marthe  	FIRSTNAME: Talia 
ID: tud1781  COLLEGE: itb  SURNAME: Marthe  	FIRSTNAME: Talia 
ID: tud1782  COLLEGE: itb  SURNAME: Marthe  	FIRSTNAME: Talia 
ID: tud1783  COLLEGE: itb  SURNAME: Marthe  	FIRSTNAME: Talia 
ID: tud1784  COLLEGE: itb  SURNAME: Marthe  	FIRSTNAME: Talia 
ID: tud1785  COLLEGE: dit  SURNAME: Massingill 	FIRSTNAME: Markus 
ID: tud1786  COLLEGE: dit  SURNAME: Massingill 	FIRSTNAME: Markus 
ID: tud1787  COLLEGE: dit  SURNAME: Massingill 	FIRSTNAME: Markus 
ID: tud1788  COLLEGE: dit  SURNAME: Massingill 	FIRSTNAME: Markus 
ID: tud1789  COLLEGE: dit  SURNAME: Massingill 	FIRSTNAME: Markus 
ID: tud1790  COLLEGE: dit  SURNAME: Mcardle 	FIRSTNAME: Salvatore 
ID: tud1791  COLLEGE: dit  SURNAME: Mcardle 	FIRSTNAME: Salvatore 
ID: tud1792  COLLEGE: dit  SURNAME: Mcardle 	FIRSTNAME: Salvatore 
ID: tud1793  COLLEGE: dit  SURNAME: Mcardle 	FIRSTNAME: Salvatore 
ID: tud1794  COLLEGE: dit  SURNAME: Mcardle 	FIRSTNAME: Salvatore 
ID: tud1795  COLLEGE: itb  SURNAME: Mccaffrey 	FIRSTNAME: Marissa 
ID: tud1796  COLLEGE: itb  SURNAME: Mccaffrey 	FIRSTNAME: Marissa 
ID: tud1797  COLLEGE: itb  SURNAME: Mccaffrey 	FIRSTNAME: Marissa 
ID: tud1798  COLLEGE: itb  SURNAME: Mccaffrey 	FIRSTNAME: Marissa 
ID: tud1799  COLLEGE: itb  SURNAME: Mccaffrey 	FIRSTNAME: Marissa 
ID: tud1800  COLLEGE: dit  SURNAME: Mcdaniels 	FIRSTNAME: Ella 
ID: tud1801  COLLEGE: dit  SURNAME: Mcdaniels 	FIRSTNAME: Ella 
ID: tud1802  COLLEGE: dit  SURNAME: Mcdaniels 	FIRSTNAME: Ella 
ID: tud1803  COLLEGE: dit  SURNAME: Mcdaniels 	FIRSTNAME: Ella 
ID: tud1804  COLLEGE: dit  SURNAME: Mcdaniels 	FIRSTNAME: Ella 
ID: tud1805  COLLEGE: itt  SURNAME: Mcgeehan 	FIRSTNAME: Cher 
ID: tud1806  COLLEGE: itt  SURNAME: Mcgeehan 	FIRSTNAME: Cher 
ID: tud1807  COLLEGE: itt  SURNAME: Mcgeehan 	FIRSTNAME: Cher 
ID: tud1808  COLLEGE: itt  SURNAME: Mcgeehan 	FIRSTNAME: Cher 
ID: tud1809  COLLEGE: itt  SURNAME: Mcgeehan 	FIRSTNAME: Cher 
ID: tud1810  COLLEGE: itb  SURNAME: Mebane  	FIRSTNAME: Morris 
ID: tud1811  COLLEGE: itb  SURNAME: Mebane  	FIRSTNAME: Morris 
ID: tud1812  COLLEGE: itb  SURNAME: Mebane  	FIRSTNAME: Morris 
ID: tud1813  COLLEGE: itb  SURNAME: Mebane  	FIRSTNAME: Morris 
ID: tud1814  COLLEGE: itb  SURNAME: Mebane  	FIRSTNAME: Morris 
ID: tud1815  COLLEGE: itt  SURNAME: Mehler  	FIRSTNAME: Jadwiga 
ID: tud1816  COLLEGE: itt  SURNAME: Mehler  	FIRSTNAME: Jadwiga 
ID: tud1817  COLLEGE: itt  SURNAME: Mehler  	FIRSTNAME: Jadwiga 
ID: tud1818  COLLEGE: itt  SURNAME: Mehler  	FIRSTNAME: Jadwiga 
ID: tud1819  COLLEGE: itt  SURNAME: Mehler  	FIRSTNAME: Jadwiga 
ID: tud1820  COLLEGE: itt  SURNAME: Messner 	FIRSTNAME: Elroy 
ID: tud1821  COLLEGE: itt  SURNAME: Messner 	FIRSTNAME: Elroy 
ID: tud1822  COLLEGE: itt  SURNAME: Messner 	FIRSTNAME: Elroy 
ID: tud1823  COLLEGE: itt  SURNAME: Messner 	FIRSTNAME: Elroy 
ID: tud1824  COLLEGE: itt  SURNAME: Messner 	FIRSTNAME: Elroy 
ID: tud1825  COLLEGE: dit  SURNAME: Miyamoto 	FIRSTNAME: Derek 
ID: tud1826  COLLEGE: dit  SURNAME: Miyamoto 	FIRSTNAME: Derek 
ID: tud1827  COLLEGE: dit  SURNAME: Miyamoto 	FIRSTNAME: Derek 
ID: tud1828  COLLEGE: dit  SURNAME: Miyamoto 	FIRSTNAME: Derek 
ID: tud1829  COLLEGE: dit  SURNAME: Miyamoto 	FIRSTNAME: Derek 
ID: tud1830  COLLEGE: itb  SURNAME: Moneypenny 	FIRSTNAME: Maritza 
ID: tud1831  COLLEGE: itb  SURNAME: Moneypenny 	FIRSTNAME: Maritza 
ID: tud1832  COLLEGE: itb  SURNAME: Moneypenny 	FIRSTNAME: Maritza 
ID: tud1833  COLLEGE: itb  SURNAME: Moneypenny 	FIRSTNAME: Maritza 
ID: tud1834  COLLEGE: itb  SURNAME: Moneypenny 	FIRSTNAME: Maritza 
ID: tud1835  COLLEGE: itb  SURNAME: Montemurro 	FIRSTNAME: Marg 
ID: tud1836  COLLEGE: itb  SURNAME: Montemurro 	FIRSTNAME: Marg 
ID: tud1837  COLLEGE: itb  SURNAME: Montemurro 	FIRSTNAME: Marg 
ID: tud1838  COLLEGE: itb  SURNAME: Montemurro 	FIRSTNAME: Marg 
ID: tud1839  COLLEGE: itb  SURNAME: Montemurro 	FIRSTNAME: Marg 
ID: tud1840  COLLEGE: dit  SURNAME: Mosseri 	FIRSTNAME: Alba 
ID: tud1841  COLLEGE: dit  SURNAME: Mosseri 	FIRSTNAME: Alba 
ID: tud1842  COLLEGE: dit  SURNAME: Mosseri 	FIRSTNAME: Alba 
ID: tud1843  COLLEGE: dit  SURNAME: Mosseri 	FIRSTNAME: Alba 
ID: tud1844  COLLEGE: dit  SURNAME: Mosseri 	FIRSTNAME: Alba 
ID: tud1845  COLLEGE: itt  SURNAME: Mullikin 	FIRSTNAME: Fern 
ID: tud1846  COLLEGE: itt  SURNAME: Mullikin 	FIRSTNAME: Fern 
ID: tud1847  COLLEGE: itt  SURNAME: Mullikin 	FIRSTNAME: Fern 
ID: tud1848  COLLEGE: itt  SURNAME: Mullikin 	FIRSTNAME: Fern 
ID: tud1849  COLLEGE: itt  SURNAME: Mullikin 	FIRSTNAME: Fern 
ID: tud1850  COLLEGE: itb  SURNAME: Musante 	FIRSTNAME: Mitsue 
ID: tud1851  COLLEGE: itb  SURNAME: Musante 	FIRSTNAME: Mitsue 
ID: tud1852  COLLEGE: itb  SURNAME: Musante 	FIRSTNAME: Mitsue 
ID: tud1853  COLLEGE: itb  SURNAME: Musante 	FIRSTNAME: Mitsue 
ID: tud1854  COLLEGE: itb  SURNAME: Musante 	FIRSTNAME: Mitsue 
ID: tud1855  COLLEGE: itb  SURNAME: Natoli  	FIRSTNAME: Nola 
ID: tud1856  COLLEGE: itb  SURNAME: Natoli  	FIRSTNAME: Nola 
ID: tud1857  COLLEGE: itb  SURNAME: Natoli  	FIRSTNAME: Nola 
ID: tud1858  COLLEGE: itb  SURNAME: Natoli  	FIRSTNAME: Nola 
ID: tud1859  COLLEGE: itb  SURNAME: Natoli  	FIRSTNAME: Nola 
ID: tud1860  COLLEGE: itt  SURNAME: Nesset  	FIRSTNAME: Cristen 
ID: tud1861  COLLEGE: itt  SURNAME: Nesset  	FIRSTNAME: Cristen 
ID: tud1862  COLLEGE: itt  SURNAME: Nesset  	FIRSTNAME: Cristen 
ID: tud1863  COLLEGE: itt  SURNAME: Nesset  	FIRSTNAME: Cristen 
ID: tud1864  COLLEGE: itt  SURNAME: Nesset  	FIRSTNAME: Cristen 
ID: tud1865  COLLEGE: itt  SURNAME: Nourse  	FIRSTNAME: Nenita 
ID: tud1866  COLLEGE: itt  SURNAME: Nourse  	FIRSTNAME: Nenita 
ID: tud1867  COLLEGE: itt  SURNAME: Nourse  	FIRSTNAME: Nenita 
ID: tud1868  COLLEGE: itt  SURNAME: Nourse  	FIRSTNAME: Nenita 
ID: tud1869  COLLEGE: itt  SURNAME: Nourse  	FIRSTNAME: Nenita 
ID: tud1870  COLLEGE: dit  SURNAME: Ogburn  	FIRSTNAME: Colene 
ID: tud1871  COLLEGE: dit  SURNAME: Ogburn  	FIRSTNAME: Colene 
ID: tud1872  COLLEGE: dit  SURNAME: Ogburn  	FIRSTNAME: Colene 
ID: tud1873  COLLEGE: dit  SURNAME: Ogburn  	FIRSTNAME: Colene 
ID: tud1874  COLLEGE: dit  SURNAME: Ogburn  	FIRSTNAME: Colene 
ID: tud1875  COLLEGE: itt  SURNAME: Ogden   	FIRSTNAME: Junita 
ID: tud1876  COLLEGE: itt  SURNAME: Ogden   	FIRSTNAME: Junita 
ID: tud1877  COLLEGE: itt  SURNAME: Ogden   	FIRSTNAME: Junita 
ID: tud1878  COLLEGE: itt  SURNAME: Ogden   	FIRSTNAME: Junita 
ID: tud1879  COLLEGE: itt  SURNAME: Ogden   	FIRSTNAME: Junita 
ID: tud1880  COLLEGE: itt  SURNAME: Oja     	FIRSTNAME: Kent 
ID: tud1881  COLLEGE: itt  SURNAME: Oja     	FIRSTNAME: Kent 
ID: tud1882  COLLEGE: itt  SURNAME: Oja     	FIRSTNAME: Kent 
ID: tud1883  COLLEGE: itt  SURNAME: Oja     	FIRSTNAME: Kent 
ID: tud1884  COLLEGE: itt  SURNAME: Oja     	FIRSTNAME: Kent 
ID: tud1885  COLLEGE: itt  SURNAME: Palmateer 	FIRSTNAME: Carlena 
ID: tud1886  COLLEGE: itt  SURNAME: Palmateer 	FIRSTNAME: Carlena 
ID: tud1887  COLLEGE: itt  SURNAME: Palmateer 	FIRSTNAME: Carlena 
ID: tud1888  COLLEGE: itt  SURNAME: Palmateer 	FIRSTNAME: Carlena 
ID: tud1889  COLLEGE: itt  SURNAME: Palmateer 	FIRSTNAME: Carlena 
ID: tud1890  COLLEGE: itt  SURNAME: Parada  	FIRSTNAME: Selena 
ID: tud1891  COLLEGE: itt  SURNAME: Parada  	FIRSTNAME: Selena 
ID: tud1892  COLLEGE: itt  SURNAME: Parada  	FIRSTNAME: Selena 
ID: tud1893  COLLEGE: itt  SURNAME: Parada  	FIRSTNAME: Selena 
ID: tud1894  COLLEGE: itt  SURNAME: Parada  	FIRSTNAME: Selena 
ID: tud1895  COLLEGE: itt  SURNAME: Pattison 	FIRSTNAME: Karena 
ID: tud1896  COLLEGE: itt  SURNAME: Pattison 	FIRSTNAME: Karena 
ID: tud1897  COLLEGE: itt  SURNAME: Pattison 	FIRSTNAME: Karena 
ID: tud1898  COLLEGE: itt  SURNAME: Pattison 	FIRSTNAME: Karena 
ID: tud1899  COLLEGE: itt  SURNAME: Pattison 	FIRSTNAME: Karena 
ID: tud1900  COLLEGE: itt  SURNAME: Penton  	FIRSTNAME: Carmela 
ID: tud1901  COLLEGE: itt  SURNAME: Penton  	FIRSTNAME: Carmela 
ID: tud1902  COLLEGE: itt  SURNAME: Penton  	FIRSTNAME: Carmela 
ID: tud1903  COLLEGE: itt  SURNAME: Penton  	FIRSTNAME: Carmela 
ID: tud1904  COLLEGE: itt  SURNAME: Penton  	FIRSTNAME: Carmela 
ID: tud1905  COLLEGE: itt  SURNAME: Perrine 	FIRSTNAME: Irma 
ID: tud1906  COLLEGE: itt  SURNAME: Perrine 	FIRSTNAME: Irma 
ID: tud1907  COLLEGE: itt  SURNAME: Perrine 	FIRSTNAME: Irma 
ID: tud1908  COLLEGE: itt  SURNAME: Perrine 	FIRSTNAME: Irma 
ID: tud1909  COLLEGE: itt  SURNAME: Perrine 	FIRSTNAME: Irma 
ID: tud1910  COLLEGE: dit  SURNAME: Philipps 	FIRSTNAME: Tenesha 
ID: tud1911  COLLEGE: dit  SURNAME: Philipps 	FIRSTNAME: Tenesha 
ID: tud1912  COLLEGE: dit  SURNAME: Philipps 	FIRSTNAME: Tenesha 
ID: tud1913  COLLEGE: dit  SURNAME: Philipps 	FIRSTNAME: Tenesha 
ID: tud1914  COLLEGE: dit  SURNAME: Philipps 	FIRSTNAME: Tenesha 
ID: tud1915  COLLEGE: itt  SURNAME: Piazza  	FIRSTNAME: Mari 
ID: tud1916  COLLEGE: itt  SURNAME: Piazza  	FIRSTNAME: Mari 
ID: tud1917  COLLEGE: itt  SURNAME: Piazza  	FIRSTNAME: Mari 
ID: tud1918  COLLEGE: itt  SURNAME: Piazza  	FIRSTNAME: Mari 
ID: tud1919  COLLEGE: itt  SURNAME: Piazza  	FIRSTNAME: Mari 
ID: tud1920  COLLEGE: dit  SURNAME: Pogorelc 	FIRSTNAME: Emily 
ID: tud1921  COLLEGE: dit  SURNAME: Pogorelc 	FIRSTNAME: Emily 
ID: tud1922  COLLEGE: dit  SURNAME: Pogorelc 	FIRSTNAME: Emily 
ID: tud1923  COLLEGE: dit  SURNAME: Pogorelc 	FIRSTNAME: Emily 
ID: tud1924  COLLEGE: dit  SURNAME: Pogorelc 	FIRSTNAME: Emily 
ID: tud1925  COLLEGE: itt  SURNAME: Prochaska 	FIRSTNAME: Ronni 
ID: tud1926  COLLEGE: itt  SURNAME: Prochaska 	FIRSTNAME: Ronni 
ID: tud1927  COLLEGE: itt  SURNAME: Prochaska 	FIRSTNAME: Ronni 
ID: tud1928  COLLEGE: itt  SURNAME: Prochaska 	FIRSTNAME: Ronni 
ID: tud1929  COLLEGE: itt  SURNAME: Prochaska 	FIRSTNAME: Ronni 
ID: tud1930  COLLEGE: itb  SURNAME: Ramage  	FIRSTNAME: Renae 
ID: tud1931  COLLEGE: itb  SURNAME: Ramage  	FIRSTNAME: Renae 
ID: tud1932  COLLEGE: itb  SURNAME: Ramage  	FIRSTNAME: Renae 
ID: tud1933  COLLEGE: itb  SURNAME: Ramage  	FIRSTNAME: Renae 
ID: tud1934  COLLEGE: itb  SURNAME: Ramage  	FIRSTNAME: Renae 
ID: tud1935  COLLEGE: itb  SURNAME: Rana    	FIRSTNAME: Raul 
ID: tud1936  COLLEGE: itb  SURNAME: Rana    	FIRSTNAME: Raul 
ID: tud1937  COLLEGE: itb  SURNAME: Rana    	FIRSTNAME: Raul 
ID: tud1938  COLLEGE: itb  SURNAME: Rana    	FIRSTNAME: Raul 
ID: tud1939  COLLEGE: itb  SURNAME: Rana    	FIRSTNAME: Raul 
ID: tud1940  COLLEGE: dit  SURNAME: Rappold 	FIRSTNAME: Kristel 
ID: tud1941  COLLEGE: dit  SURNAME: Rappold 	FIRSTNAME: Kristel 
ID: tud1942  COLLEGE: dit  SURNAME: Rappold 	FIRSTNAME: Kristel 
ID: tud1943  COLLEGE: dit  SURNAME: Rappold 	FIRSTNAME: Kristel 
ID: tud1944  COLLEGE: dit  SURNAME: Rappold 	FIRSTNAME: Kristel 
ID: tud1945  COLLEGE: itt  SURNAME: Rardin  	FIRSTNAME: Nelle 
ID: tud1946  COLLEGE: itt  SURNAME: Rardin  	FIRSTNAME: Nelle 
ID: tud1947  COLLEGE: itt  SURNAME: Rardin  	FIRSTNAME: Nelle 
ID: tud1948  COLLEGE: itt  SURNAME: Rardin  	FIRSTNAME: Nelle 
ID: tud1949  COLLEGE: itt  SURNAME: Rardin  	FIRSTNAME: Nelle 
ID: tud1950  COLLEGE: itt  SURNAME: Rawley  	FIRSTNAME: Ashlea 
ID: tud1951  COLLEGE: itt  SURNAME: Rawley  	FIRSTNAME: Ashlea 
ID: tud1952  COLLEGE: itt  SURNAME: Rawley  	FIRSTNAME: Ashlea 
ID: tud1953  COLLEGE: itt  SURNAME: Rawley  	FIRSTNAME: Ashlea 
ID: tud1954  COLLEGE: itt  SURNAME: Rawley  	FIRSTNAME: Ashlea 
ID: tud1955  COLLEGE: itb  SURNAME: Rebuck  	FIRSTNAME: Reggie 
ID: tud1956  COLLEGE: itb  SURNAME: Rebuck  	FIRSTNAME: Reggie 
ID: tud1957  COLLEGE: itb  SURNAME: Rebuck  	FIRSTNAME: Reggie 
ID: tud1958  COLLEGE: itb  SURNAME: Rebuck  	FIRSTNAME: Reggie 
ID: tud1959  COLLEGE: itb  SURNAME: Rebuck  	FIRSTNAME: Reggie 
ID: tud1960  COLLEGE: dit  SURNAME: Remley  	FIRSTNAME: Palmira 
ID: tud1961  COLLEGE: dit  SURNAME: Remley  	FIRSTNAME: Palmira 
ID: tud1962  COLLEGE: dit  SURNAME: Remley  	FIRSTNAME: Palmira 
ID: tud1963  COLLEGE: dit  SURNAME: Remley  	FIRSTNAME: Palmira 
ID: tud1964  COLLEGE: dit  SURNAME: Remley  	FIRSTNAME: Palmira 
ID: tud1965  COLLEGE: dit  SURNAME: Rhone   	FIRSTNAME: Rebbecca 
ID: tud1966  COLLEGE: dit  SURNAME: Rhone   	FIRSTNAME: Rebbecca 
ID: tud1967  COLLEGE: dit  SURNAME: Rhone   	FIRSTNAME: Rebbecca 
ID: tud1968  COLLEGE: dit  SURNAME: Rhone   	FIRSTNAME: Rebbecca 
ID: tud1969  COLLEGE: dit  SURNAME: Rhone   	FIRSTNAME: Rebbecca 
ID: tud1970  COLLEGE: dit  SURNAME: Ricklefs 	FIRSTNAME: Violeta 
ID: tud1971  COLLEGE: dit  SURNAME: Ricklefs 	FIRSTNAME: Violeta 
ID: tud1972  COLLEGE: dit  SURNAME: Ricklefs 	FIRSTNAME: Violeta 
ID: tud1973  COLLEGE: dit  SURNAME: Ricklefs 	FIRSTNAME: Violeta 
ID: tud1974  COLLEGE: dit  SURNAME: Ricklefs 	FIRSTNAME: Violeta 
ID: tud1975  COLLEGE: itb  SURNAME: Rodenberg 	FIRSTNAME: Rolland 
ID: tud1976  COLLEGE: itb  SURNAME: Rodenberg 	FIRSTNAME: Rolland 
ID: tud1977  COLLEGE: itb  SURNAME: Rodenberg 	FIRSTNAME: Rolland 
ID: tud1978  COLLEGE: itb  SURNAME: Rodenberg 	FIRSTNAME: Rolland 
ID: tud1979  COLLEGE: itb  SURNAME: Rodenberg 	FIRSTNAME: Rolland 
ID: tud1980  COLLEGE: dit  SURNAME: Rogers  	FIRSTNAME: Phung 
ID: tud1981  COLLEGE: dit  SURNAME: Rogers  	FIRSTNAME: Phung 
ID: tud1982  COLLEGE: dit  SURNAME: Rogers  	FIRSTNAME: Phung 
ID: tud1983  COLLEGE: dit  SURNAME: Rogers  	FIRSTNAME: Phung 
ID: tud1984  COLLEGE: dit  SURNAME: Rogers  	FIRSTNAME: Phung 
ID: tud1985  COLLEGE: itt  SURNAME: Ronquillo 	FIRSTNAME: Kristle 
ID: tud1986  COLLEGE: itt  SURNAME: Ronquillo 	FIRSTNAME: Kristle 
ID: tud1987  COLLEGE: itt  SURNAME: Ronquillo 	FIRSTNAME: Kristle 
ID: tud1988  COLLEGE: itt  SURNAME: Ronquillo 	FIRSTNAME: Kristle 
ID: tud1989  COLLEGE: itt  SURNAME: Ronquillo 	FIRSTNAME: Kristle 
ID: tud1990  COLLEGE: itt  SURNAME: Rotter  	FIRSTNAME: Tasha 
ID: tud1991  COLLEGE: itt  SURNAME: Rotter  	FIRSTNAME: Tasha 
ID: tud1992  COLLEGE: itt  SURNAME: Rotter  	FIRSTNAME: Tasha 
ID: tud1993  COLLEGE: itt  SURNAME: Rotter  	FIRSTNAME: Tasha 
ID: tud1994  COLLEGE: itt  SURNAME: Rotter  	FIRSTNAME: Tasha 
ID: tud1995  COLLEGE: itb  SURNAME: Ruehl   	FIRSTNAME: Rueben 
ID: tud1996  COLLEGE: itb  SURNAME: Ruehl   	FIRSTNAME: Rueben 
ID: tud1997  COLLEGE: itb  SURNAME: Ruehl   	FIRSTNAME: Rueben 
ID: tud1998  COLLEGE: itb  SURNAME: Ruehl   	FIRSTNAME: Rueben 
ID: tud1999  COLLEGE: itb  SURNAME: Ruehl   	FIRSTNAME: Rueben 
ID: tud2000  COLLEGE: itb  SURNAME: Runner  	FIRSTNAME: Rubi 
ID: tud2001  COLLEGE: itb  SURNAME: Runner  	FIRSTNAME: Rubi 
ID: tud2002  COLLEGE: itb  SURNAME: Runner  	FIRSTNAME: Rubi 
ID: tud2003  COLLEGE: itb  SURNAME: Runner  	FIRSTNAME: Rubi 
ID: tud2004  COLLEGE: itb  SURNAME: Runner  	FIRSTNAME: Rubi 
ID: tud2005  COLLEGE: itb  SURNAME: Rushford 	FIRSTNAME: Ruth 
ID: tud2006  COLLEGE: itb  SURNAME: Rushford 	FIRSTNAME: Ruth 
ID: tud2007  COLLEGE: itb  SURNAME: Rushford 	FIRSTNAME: Ruth 
ID: tud2008  COLLEGE: itb  SURNAME: Rushford 	FIRSTNAME: Ruth 
ID: tud2009  COLLEGE: itb  SURNAME: Rushford 	FIRSTNAME: Ruth 
ID: tud2010  COLLEGE: itt  SURNAME: Rutigliano 	FIRSTNAME: May 
ID: tud2011  COLLEGE: itt  SURNAME: Rutigliano 	FIRSTNAME: May 
ID: tud2012  COLLEGE: itt  SURNAME: Rutigliano 	FIRSTNAME: May 
ID: tud2013  COLLEGE: itt  SURNAME: Rutigliano 	FIRSTNAME: May 
ID: tud2014  COLLEGE: itt  SURNAME: Rutigliano 	FIRSTNAME: May 
ID: tud2015  COLLEGE: itt  SURNAME: Saik    	FIRSTNAME: Royce 
ID: tud2016  COLLEGE: itt  SURNAME: Saik    	FIRSTNAME: Royce 
ID: tud2017  COLLEGE: itt  SURNAME: Saik    	FIRSTNAME: Royce 
ID: tud2018  COLLEGE: itt  SURNAME: Saik    	FIRSTNAME: Royce 
ID: tud2019  COLLEGE: itt  SURNAME: Saik    	FIRSTNAME: Royce 
ID: tud2020  COLLEGE: dit  SURNAME: Sarra   	FIRSTNAME: Noel 
ID: tud2021  COLLEGE: dit  SURNAME: Sarra   	FIRSTNAME: Noel 
ID: tud2022  COLLEGE: dit  SURNAME: Sarra   	FIRSTNAME: Noel 
ID: tud2023  COLLEGE: dit  SURNAME: Sarra   	FIRSTNAME: Noel 
ID: tud2024  COLLEGE: dit  SURNAME: Sarra   	FIRSTNAME: Noel 
ID: tud2025  COLLEGE: itt  SURNAME: Savidge 	FIRSTNAME: Milly 
ID: tud2026  COLLEGE: itt  SURNAME: Savidge 	FIRSTNAME: Milly 
ID: tud2027  COLLEGE: itt  SURNAME: Savidge 	FIRSTNAME: Milly 
ID: tud2028  COLLEGE: itt  SURNAME: Savidge 	FIRSTNAME: Milly 
ID: tud2029  COLLEGE: itt  SURNAME: Savidge 	FIRSTNAME: Milly 
